标签,疾病名字,top10
180,胸腔积液,肺结核 肺炎 病毒性肺炎 特发性间质性肺炎 胸腔积液 甲状腺炎 结节病 心内膜炎 肺脓肿 支气管炎
175,胆囊息肉,胆囊息肉 腹部开放性损伤 精索静脉曲张 前列腺恶性肿瘤 液气胸 气胸 尿道损伤 淋巴结炎 霍奇金淋巴瘤 前列腺增生
233,颈动脉硬化,颈动脉硬化 心脏神经症 血管迷走性晕厥 高脂血症 二尖瓣关闭不全 冠状动脉粥样硬化性心脏病 室间隔缺损 主动脉瓣狭窄 心肌炎 高血压
142,肺恶性肿瘤,肺恶性肿瘤 支气管炎 支气管哮喘 胃食管反流 结节病 肺栓塞 肺炎 胸腔积液 肺脓肿 冠状动脉粥样硬化性心脏病
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 脾功能亢进 低血压 心脏神经症 颈动脉硬化 静脉血栓症 颅内动脉瘤 二尖瓣关闭不全 神经痛 膀胱炎
130,结肠息肉,结肠息肉 阑尾炎 急性胰腺炎 急性腹膜炎 肠梗阻 胃炎 直肠息肉 胆道感染 胰腺恶性肿瘤 胃恶性肿瘤
83,支气管炎,胸腔积液 支气管哮喘 支气管炎 高脂血症 肺栓塞 冠状动脉粥样硬化性心脏病 房间隔缺损 心脏神经症 骨髓增生异常综合征 室间隔缺损
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 房间隔缺损 心力衰竭 慢性阻塞性肺疾病 气胸 胰腺恶性肿瘤 主动脉夹层 肥厚性心肌病 炎性肌病 胆囊息肉
80,支气管哮喘,支气管哮喘 支气管炎 肺曲霉菌病 特发性间质性肺炎 结节病 支气管扩张症 肺恶性肿瘤 过敏性肺炎 肺良性肿瘤 肺炎
83,支气管炎,支气管扩张症 血管炎 肺结核 肺栓塞 细支气管炎 心脏神经症 胃炎 脑动脉炎 溃疡性结肠炎 肺肉芽肿
136,肠梗阻,肠梗阻 急性胰腺炎 胆石症 急性腹膜炎 胃潴留 胰腺恶性肿瘤 高尿酸血症 阑尾炎 胆道感染 原发性醛固酮增多症
100,特发性间质性肺炎,细支气管炎 肺炎 支气管炎 血管炎 肺间质纤维化 结节病 特发性间质性肺炎 支气管扩张症 病毒性肺炎 支气管哮喘
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 肥厚性心肌病 高血压 冠状动脉狭窄 心律失常 颈动脉硬化 液气胸 膀胱结石 肺栓塞 胃食管反流
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 颈动脉硬化 冠状动脉狭窄 肥厚性心肌病 高脂血症 高血压 心律失常 胃食管反流 胸腔积液 主动脉瓣关闭不全
172,胃肠功能紊乱,低血糖症 胃炎 肝豆状核变性 直肠息肉 胃息肉 胆石症 低钾血症 甲状腺功能减退 短暂性脑缺血发作 心脏神经症
235,风湿性二尖瓣狭窄伴关闭不全,风湿性心脏病 风湿性二尖瓣狭窄伴关闭不全 二尖瓣狭窄 房间隔缺损 二尖瓣关闭不全 主动脉瓣狭窄 冠状动脉粥样硬化性心脏病 肥厚性心肌病 心房良性肿瘤 室间隔缺损
248,鼾症,睡眠呼吸暂停低通气综合征 鼾症 脾脏损伤 主动脉夹层 急性腹膜炎 肺脓肿 主动脉瓣关闭不全 原发性醛固酮增多症 慢性阻塞性肺疾病 急性胰腺炎
246,高血压,胸腔积液 支气管炎 肺间质纤维化 肺动脉高压 结节病 肺结核 慢性阻塞性肺疾病 颈动脉硬化 静脉血栓症 前列腺恶性肿瘤
198,腹部恶性肿瘤,慢性肾功能不全 腹部恶性肿瘤 原发性醛固酮增多症 脑卒中 肝恶性肿瘤 食管良性肿瘤 高血压 急性肾衰竭 肺良性肿瘤 前列腺恶性肿瘤
120,糖尿病,糖尿病 原发性醛固酮增多症 结肠息肉 糖耐量异常 前列腺恶性肿瘤 心力衰竭 主动脉瓣关闭不全 膀胱结石 冠状动脉粥样硬化性心脏病 静脉血栓症
188,脑卒中,脑卒中 主动脉夹层 胰腺恶性肿瘤 胆道感染 支气管炎 胃食管反流 心力衰竭 胆石症 胸腔积液 静脉血栓症
133,肝性脑病,上消化道出血 胆石症 病毒性脑膜炎 心内膜炎 肾盂肾炎 支气管炎 贫血 腹部恶性肿瘤 脂肪肝 血小板减少
142,肺恶性肿瘤,食管恶性肿瘤 肺良性肿瘤 输尿管狭窄 腹部恶性肿瘤 炎性肌病 血小板减少 肾结石 甲状腺功能减退 肝恶性肿瘤 胆石症
130,结肠息肉,结肠息肉 高脂血症 植物神经功能紊乱 颈动脉硬化 心脏神经症 胃炎 直肠息肉 输尿管狭窄 支气管哮喘 室间隔缺损
59,心律失常,心律失常 原发性醛固酮增多症 慢性肾功能不全 冠状动脉粥样硬化性心脏病 脑卒中 主动脉瓣关闭不全 胸腔积液 甲状腺功能亢进症 高血压 肥厚性心肌病
22,冠状动脉粥样硬化性心脏病,心律失常 冠状动脉粥样硬化性心脏病 高脂血症 颈动脉硬化 甲状腺功能亢进症 扩张型心肌病 消化性溃疡 心力衰竭 贫血 冠状动脉狭窄
76,慢性阻塞性肺疾病,慢性阻塞性肺疾病 支气管炎 肺结核 支气管哮喘 细支气管炎 肺恶性肿瘤 肺炎 胸腔积液 支气管扩张症 肺间质纤维化
178,胆道感染,胆石症 急性胰腺炎 胃息肉 胃炎 结肠息肉 胃肠功能紊乱 食管良性肿瘤 胆道感染 胃食管反流 直肠息肉
114,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 鼾症 急性腹膜炎 烟雾病 胰腺恶性肿瘤 呼吸衰竭 低血压 尿道结石 上消化道出血 冠状动脉粥样硬化性心脏病
82,支气管扩张症,支气管扩张症 慢性阻塞性肺疾病 支气管炎 细支气管炎 肺结核 肺曲霉菌病 呼吸衰竭 气胸 支气管哮喘 肺炎
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 肺栓塞 肥厚性心肌病 二尖瓣关闭不全 风湿性二尖瓣狭窄伴关闭不全 颈动脉硬化 心律失常 主动脉瓣狭窄 高血压 心脏神经症
114,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 鼾症 库欣综合征 原发性醛固酮增多症 高脂血症 食管良性肿瘤 血管炎 房间隔缺损 消化性溃疡 室间隔缺损
213,输尿管结石,急性腹膜炎 胰腺恶性肿瘤 颈动脉狭窄 胃恶性肿瘤 腹部恶性肿瘤 肝恶性肿瘤 胆道感染 胆石症 肠梗阻 结肠息肉
76,慢性阻塞性肺疾病,慢性阻塞性肺疾病 支气管扩张症 支气管哮喘 胸腔积液 支气管炎 细支气管炎 肺炎 肺栓塞 胃炎 心力衰竭
148,肺炎,细支气管炎 肺恶性肿瘤 肺结核 支气管扩张症 支气管炎 支气管哮喘 肺曲霉菌病 肺炎 肺脓肿 结节病
59,心律失常,高脂血症 胃炎 心律失常 肺恶性肿瘤 血管迷走性晕厥 冠状动脉粥样硬化性心脏病 颈动脉硬化 冠状动脉狭窄 胃食管反流 心脏神经症
246,高血压,短暂性脑缺血发作 脑卒中 颈动脉狭窄 高血压 脑动脉粥样硬化 颅内动脉瘤 皮层下动脉硬化性脑病 支气管炎 肾动脉狭窄 心律失常
120,糖尿病,糖尿病 肾结石 腹内疝 膀胱结石 胃恶性肿瘤 输尿管结石 心房良性肿瘤 原发性醛固酮增多症 肾积水 阿尔茨海默病
104,甲状腺肿,甲状腺肿 甲状腺炎 颈部血管瘤 非霍奇金淋巴瘤 乳腺恶性肿瘤 阿尔茨海默病 腹部良性肿瘤 IgA肾病 心律失常 鞘膜积液
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 低血压 肺栓塞 神经痛 高血压 心力衰竭 胸膜炎 骨质疏松 急性胰腺炎 心肌炎
142,肺恶性肿瘤,肺恶性肿瘤 胸腔积液 慢性阻塞性肺疾病 支气管哮喘 肺间质纤维化 肺结核 肺栓塞 肺炎 支气管炎 炎性肌病
17,低钾血症,贫血 白血病 肥胖症 原发性血小板增多症 糖耐量异常 脑动脉炎 甲状腺功能亢进症 慢性肾功能不全 低钾血症 血小板减少
91,气胸,冠状动脉粥样硬化性心脏病 颈动脉硬化 高脂血症 心脏神经症 高血压 支气管哮喘 冠状动脉狭窄 胃食管反流 支气管炎 结节病
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 胃炎 冠状动脉狭窄 高血压 静脉血栓症 颈动脉硬化 高尿酸血症 高脂血症 支气管炎 肥厚性心肌病
142,肺恶性肿瘤,肺结核 支气管炎 胸腔积液 肺炎 肺恶性肿瘤 肺脓肿 肺曲霉菌病 肺间质纤维化 支气管恶性肿瘤 慢性阻塞性肺疾病
219,重症肌无力,阿尔茨海默病 前列腺恶性肿瘤 主动脉夹层 静脉血栓症 膀胱结石 原发性醛固酮增多症 重症肌无力 脑卒中 膀胱炎 食管良性肿瘤
176,胆石症,胰腺恶性肿瘤 胃恶性肿瘤 脾功能亢进 胃炎 腹内疝 胃息肉 胆石症 急性胰腺炎 输尿管结石 食管良性肿瘤
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 胃恶性肿瘤 食管良性肿瘤 帕金森病 食管恶性肿瘤 主动脉瓣关闭不全 肥厚性心肌病 结肠息肉 高脂血症 IgA肾病
175,胆囊息肉,胆囊息肉 胆石症 胆道感染 急性肾衰竭 胰腺恶性肿瘤 慢性肾功能不全 库欣综合征 肺肉芽肿 原发性醛固酮增多症 高血压
120,糖尿病,糖尿病 高脂血症 糖耐量异常 胃炎 冠状动脉粥样硬化性心脏病 支气管哮喘 上消化道出血 肺脓肿 结肠息肉 肺曲霉菌病
246,高血压,高血压 原发性醛固酮增多症 脑动脉粥样硬化 脂肪肝 肾动脉狭窄 颈动脉狭窄 低血压 脑卒中 白血病 甲状腺功能减退
188,脑卒中,脑卒中 心源性晕厥 短暂性脑缺血发作 低血糖症 皮层下动脉硬化性脑病 安眠药中毒 癫痫 胰腺恶性肿瘤 脑炎 帕金森病
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心力衰竭 肥厚性心肌病 胸膜炎 肺脓肿 血管炎 高血压 痛风 食管良性肿瘤 肺结核
167,胃息肉,胃息肉 急性腹膜炎 胃恶性肿瘤 胰腺恶性肿瘤 胆石症 肝恶性肿瘤 消化性溃疡 急性胰腺炎 胃炎 胆道感染
179,胰腺恶性肿瘤,胰腺恶性肿瘤 胸腔积液 肝恶性肿瘤 上消化道出血 肠梗阻 胆道感染 腹部恶性肿瘤 肺脓肿 肺恶性肿瘤 食管恶性肿瘤
148,肺炎,肺炎 支气管炎 病毒性脑膜炎 血小板减少 白血病 肾盂肾炎 横纹肌溶解 呼吸衰竭 心肌炎 肺脓肿
188,脑卒中,脑卒中 小脑扁桃体下疝畸形 多发性硬化 短暂性脑缺血发作 皮层下动脉硬化性脑病 烟雾病 视神经脊髓炎 帕金森病 高脂血症 炎性肌病
20,冠状动脉狭窄,冠状动脉粥样硬化性心脏病 主动脉夹层 心肌炎 病毒性脑膜炎 肥厚性心肌病 冠状动脉狭窄 心律失常 颅内动脉瘤 气胸 甲状腺功能减退
148,肺炎,肺炎 细支气管炎 液气胸 支气管炎 胃食管反流 动脉导管未闭 肺恶性肿瘤 气胸 室间隔缺损 血小板减少
148,肺炎,肺炎 支气管炎 心肌炎 炎性肌病 肾盂肾炎 肺脓肿 病毒性肺炎 支气管扩张症 肺曲霉菌病 病毒性脑膜炎
22,冠状动脉粥样硬化性心脏病,脑卒中 冠状动脉粥样硬化性心脏病 高血压 帕金森病 低血压 短暂性脑缺血发作 颈动脉狭窄 脑动脉粥样硬化 颈动脉硬化 高脂血症
82,支气管扩张症,支气管扩张症 细支气管炎 支气管哮喘 支气管炎 慢性阻塞性肺疾病 呼吸衰竭 液气胸 肺结核 肺炎 胸腔积液
80,支气管哮喘,支气管炎 支气管哮喘 细支气管炎 肺泡蛋白沉着症 结节病 慢性阻塞性肺疾病 支气管扩张症 颈动脉硬化 高血压 肺炎
188,脑卒中,脑卒中 短暂性脑缺血发作 主动脉夹层 食管恶性肿瘤 颈动脉狭窄 上消化道出血 腹部恶性肿瘤 急性胰腺炎 冠状动脉粥样硬化性心脏病 肺良性肿瘤
66,心脏神经症,冠状动脉粥样硬化性心脏病 心脏神经症 高脂血症 肺非结核分枝杆菌病 低血压 胃食管反流 甲状腺功能减退 二尖瓣脱垂 高血压 神经痛
114,睡眠呼吸暂停低通气综合征,睡眠呼吸暂停低通气综合征 鼾症 腹部良性肿瘤 胆囊息肉 骨质疏松 肾结核 胃息肉 乳腺恶性肿瘤 阿尔茨海默病 骨髓增生异常综合征
120,糖尿病,糖尿病 糖尿病性周围神经病 高脂血症 脂肪肝 糖耐量异常 肺脓肿 胃炎 支气管炎 冠状动脉狭窄 脑动脉粥样硬化
148,肺炎,心内膜炎 支气管炎 肺炎 特发性间质性肺炎 病毒性脑膜炎 肾盂肾炎 血管炎 肺结核 病毒性肺炎 胆道感染
202,膀胱结石,前列腺增生 前列腺恶性肿瘤 膀胱结石 肾结石 肾积水 输尿管狭窄 高脂血症 食管恶性肿瘤 输尿管结石 肺良性肿瘤
127,细支气管炎,肺炎 细支气管炎 支气管炎 支气管哮喘 肺曲霉菌病 血小板减少 病毒性肺炎 慢性阻塞性肺疾病 呼吸衰竭 肺脓肿
130,结肠息肉,原发性醛固酮增多症 库欣综合征 阿尔茨海默病 IgA肾病 肾小球肾炎 冠状动脉粥样硬化性心脏病 脑卒中 胃息肉 食管良性肿瘤 直肠息肉
232,颈动脉狭窄,颈动脉狭窄 脑卒中 肺脓肿 胸腔积液 前列腺恶性肿瘤 肾动脉狭窄 脑动脉粥样硬化 低血糖症 肺结核 腹部恶性肿瘤
142,肺恶性肿瘤,肺恶性肿瘤 肺结核 胸腔积液 肺炎 肺脓肿 强直性脊柱炎 心包积液 肺栓塞 胃炎 非霍奇金淋巴瘤
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 脾功能亢进 气胸 职业性过敏性肺泡炎 胃食管反流 乳腺恶性肿瘤 液气胸 膀胱炎 心力衰竭 胃息肉
188,脑卒中,颅内动脉瘤 颈动脉狭窄 脑卒中 上消化道出血 胆道感染 输尿管结石 冠状动脉狭窄 前列腺恶性肿瘤 癫痫 输尿管狭窄
188,脑卒中,脑卒中 短暂性脑缺血发作 颈动脉狭窄 支气管炎 肺炎 贫血 病毒性脑膜炎 支气管恶性肿瘤 肺间质纤维化 血小板减少
72,急性胰腺炎,急性胰腺炎 胃炎 胆石症 结肠息肉 胃食管反流 高脂血症 高血压 食管良性肿瘤 脑动脉炎 冠状动脉狭窄
147,肺源性心脏病,胸腔积液 呼吸衰竭 液气胸 肺源性心脏病 慢性阻塞性肺疾病 肺结核 房间隔缺损 心力衰竭 肺恶性肿瘤 支气管哮喘
76,慢性阻塞性肺疾病,支气管炎 细支气管炎 慢性阻塞性肺疾病 支气管扩张症 肺结核 结节病 肺间质纤维化 肺炎 支气管哮喘 支气管恶性肿瘤
140,肺动脉高压,心力衰竭 肺动脉高压 肺栓塞 慢性阻塞性肺疾病 主动脉瓣关闭不全 心包炎 胸腔积液 肥厚性心肌病 二尖瓣关闭不全 风湿性二尖瓣狭窄伴关闭不全
148,肺炎,肺恶性肿瘤 肺结核 支气管炎 肺良性肿瘤 胸腔积液 液气胸 呼吸衰竭 肺脓肿 炎症后肺间质纤维化 结节病
144,肺栓塞,肺恶性肿瘤 肺脓肿 肺结核 肺炎 支气管扩张症 特发性间质性肺炎 胸腔积液 血管炎 支气管炎 支气管恶性肿瘤
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 皮层下动脉硬化性脑病 颈动脉硬化 结肠息肉 高脂血症 食管良性肿瘤 胃炎 胃息肉 心脏神经症 胃肠功能紊乱
59,心律失常,主动脉夹层 心律失常 冠状动脉狭窄 心力衰竭 胆道感染 支气管炎 脑卒中 冠状动脉粥样硬化性心脏病 胰腺恶性肿瘤 肝恶性肿瘤
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 高血压 肥厚性心肌病 高脂血症 心脏神经症 心力衰竭 冠状动脉狭窄 主动脉瓣关闭不全 胃食管反流 颈动脉硬化
144,肺栓塞,肺栓塞 肺动脉高压 颈动脉硬化 结节病 支气管炎 静脉血栓症 特发性间质性肺炎 胸腔积液 慢性阻塞性肺疾病 脑动脉炎
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 急性胰腺炎 高脂血症 冠状动脉狭窄 肺脓肿 主动脉夹层 心脏神经症 颈动脉硬化 高血压 糖尿病
76,慢性阻塞性肺疾病,支气管炎 肺间质纤维化 肺结核 胸腔积液 支气管哮喘 前列腺恶性肿瘤 结节病 冠状动脉粥样硬化性心脏病 肺恶性肿瘤 肺栓塞
0,IgA肾病,IgA肾病 糖尿病 慢性肾功能不全 急性肾衰竭 肾小球肾炎 甲状腺功能减退 肾病综合征 前列腺恶性肿瘤 尿道结石 脾脏损伤
22,冠状动脉粥样硬化性心脏病,冠状动脉狭窄 冠状动脉粥样硬化性心脏病 高血压 胸腔积液 支气管炎 二尖瓣关闭不全 心律失常 肥厚性心肌病 颈动脉硬化 慢性阻塞性肺疾病
120,糖尿病,糖尿病 低血压 输尿管狭窄 直肠息肉 脑动脉粥样硬化 胃息肉 精索静脉曲张 帕金森病 皮层下动脉硬化性脑病 食管恶性肿瘤
82,支气管扩张症,支气管扩张症 输尿管狭窄 肺曲霉菌病 肺血管畸形 上消化道出血 肺原位癌 肺恶性肿瘤 精索静脉曲张 主动脉瓣狭窄 肺结核
176,胆石症,胆石症 胆道感染 肝恶性肿瘤 腹腔感染 胆囊息肉 前列腺恶性肿瘤 胸腔积液 胰腺恶性肿瘤 尿潴留 主动脉瓣关闭不全
213,输尿管结石,输尿管结石 肾结石 心脏神经症 精索静脉曲张 主动脉瓣狭窄 食管良性肿瘤 腹部良性肿瘤 胃炎 高脂血症 输尿管狭窄
142,肺恶性肿瘤,肺恶性肿瘤 肺良性肿瘤 胸腔积液 原发性醛固酮增多症 肺炎 腹内疝 支气管哮喘 结节病 主动脉瓣狭窄 肺脓肿
188,脑卒中,脑动脉粥样硬化 脑卒中 颈动脉硬化 高血压 颈动脉狭窄 心律失常 短暂性脑缺血发作 高脂血症 良性阵发性位置性眩晕 冠状动脉狭窄
91,气胸,气胸 液气胸 高脂血症 肺良性肿瘤 脑动脉粥样硬化 肥厚性心肌病 肺栓塞 肺恶性肿瘤 室间隔缺损 主动脉瓣狭窄
131,结节病,肺脓肿 血管炎 胸腔积液 肺结核 结节病 肺栓塞 肝恶性肿瘤 类风湿性关节炎 肺良性肿瘤 细支气管炎
116,短暂性脑缺血发作,脑卒中 短暂性脑缺血发作 心律失常 颈动脉狭窄 支气管炎 颈动脉硬化 静脉血栓症 重症肌无力 肾动脉狭窄 直肠息肉
35,呼吸衰竭,呼吸衰竭 心力衰竭 支气管扩张症 慢性阻塞性肺疾病 肺炎 肺恶性肿瘤 支气管炎 胸腔积液 冠状动脉粥样硬化性心脏病 肺结核
59,心律失常,心律失常 低钾血症 颈动脉硬化 霍奇金淋巴瘤 心脏神经症 白血病 主动脉瓣关闭不全 心肌炎 低血糖症 气胸
213,输尿管结石,输尿管结石 肾结石 高脂血症 输尿管狭窄 尿道结石 乳腺恶性肿瘤 膀胱结石 胆囊息肉 膀胱炎 肾小球肾炎
76,慢性阻塞性肺疾病,慢性阻塞性肺疾病 肺间质纤维化 肺曲霉菌病 肺恶性肿瘤 支气管炎 胸腔积液 支气管哮喘 支气管恶性肿瘤 支气管扩张症 细支气管炎
59,心律失常,心律失常 冠状动脉狭窄 肥厚性心肌病 冠状动脉粥样硬化性心脏病 房间隔缺损 胆石症 支气管哮喘 主动脉瓣关闭不全 高血压 主动脉瓣狭窄
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心脏神经症 气胸 肺良性肿瘤 腹内疝 液气胸 肺原位癌 原发性醛固酮增多症 肾结石 冠状动脉狭窄
119,精索静脉曲张,精索静脉曲张 前列腺恶性肿瘤 尿道损伤 肝恶性肿瘤 食管良性肿瘤 液气胸 非霍奇金淋巴瘤 输尿管结石 IgA肾病 急性腹膜炎
22,冠状动脉粥样硬化性心脏病,高血压 心律失常 高脂血症 肾动脉狭窄 颈动脉硬化 胃炎 肾小球肾炎 食管良性肿瘤 短暂性脑缺血发作 冠状动脉狭窄
22,冠状动脉粥样硬化性心脏病,慢性肾功能不全 心力衰竭 颈动脉狭窄 脑卒中 上消化道出血 急性腹膜炎 腹部恶性肿瘤 下消化道出血 急性肾衰竭 肺炎
92,消化性溃疡,消化性溃疡 上消化道出血 胃恶性肿瘤 贫血 冠状动脉粥样硬化性心脏病 脑卒中 高血压 原发性醛固酮增多症 腹部恶性肿瘤 IgA肾病
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 主动脉瓣关闭不全 高脂血症 高血压 肥厚性心肌病 心力衰竭 食管良性肿瘤 胸腔积液 胰腺恶性肿瘤 胃恶性肿瘤
76,慢性阻塞性肺疾病,呼吸衰竭 慢性阻塞性肺疾病 心力衰竭 支气管哮喘 肺恶性肿瘤 结节病 支气管炎 胸腔积液 炎症后肺间质纤维化 肺原位癌
130,结肠息肉,直肠息肉 结肠息肉 腹部良性肿瘤 腹部恶性肿瘤 支气管狭窄 溃疡性结肠炎 胃息肉 心律失常 食管良性肿瘤 胃炎
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 颈动脉硬化 心脏神经症 冠状动脉狭窄 高脂血症 胸腔积液 心力衰竭 肺栓塞 支气管炎 炎性肌病
228,鞘膜积液,鞘膜积液 精索静脉曲张 室间隔缺损 十二指肠憩室 肝恶性肿瘤 高脂血症 主动脉夹层 肾积水 前列腺恶性肿瘤 肾小球肾炎
109,癫痫,肺炎 支气管炎 病毒性肺炎 白血病 心内膜炎 心肌炎 胆道感染 病毒性脑膜炎 肺结核 急性腹膜炎
176,胆石症,胆石症 胃炎 急性胰腺炎 急性腹膜炎 胃食管反流 高脂血症 胆道感染 胃息肉 阑尾炎 消化性溃疡
130,结肠息肉,结肠息肉 直肠息肉 胃食管反流 胃肠功能紊乱 胃炎 高血压 颈动脉硬化 胃息肉 骨关节病 食管良性肿瘤
148,肺炎,白血病 胆道感染 心内膜炎 肺炎 呼吸衰竭 非霍奇金淋巴瘤 肺结核 肺脓肿 胆石症 肾盂肾炎
59,心律失常,心律失常 肾动脉狭窄 冠状动脉狭窄 主动脉夹层 慢性肾功能不全 短暂性脑缺血发作 颈动脉狭窄 脑卒中 冠状动脉粥样硬化性心脏病 多发性骨髓瘤
22,冠状动脉粥样硬化性心脏病,冠状动脉粥样硬化性心脏病 心力衰竭 主动脉夹层 房间隔缺损 二尖瓣关闭不全 气胸 腹部恶性肿瘤 冠状动脉狭窄 脾脏损伤 肾动脉狭窄
8,乳腺恶性肿瘤,乳腺恶性肿瘤 颈内动脉海绵窦瘘 颈动脉硬化 食管良性肿瘤 颅内损伤 前列腺恶性肿瘤 直肠息肉 结肠息肉 胃息肉 胃炎
76,慢性阻塞性肺疾病,慢性阻塞性肺疾病 肺栓塞 细支气管炎 胸腔积液 支气管哮喘 液气胸 肺炎 支气管炎 支气管扩张症 主动脉瓣狭窄
219,重症肌无力,短暂性脑缺血发作 甲状腺功能减退 胃炎 嗜酸粒细胞增多综合征 结肠息肉 腹部良性肿瘤 重症肌无力 直肠息肉 脑卒中 支气管炎
220,阑尾炎,阑尾炎 胃炎 直肠息肉 高脂血症 静脉血栓症 输尿管结石 食管良性肿瘤 前列腺恶性肿瘤 结肠息肉 颈动脉硬化
149,肺结核,支气管扩张症 脑动脉炎 肺曲霉菌病 肺脓肿 肺恶性肿瘤 肺结核 肺原位癌 支气管炎 血管炎 肺炎
188,脑卒中,脑卒中 短暂性脑缺血发作 脑动脉粥样硬化 皮层下动脉硬化性脑病 骨关节病 高脂血症 甲状腺功能减退 炎性肌病 高血压 胃炎
107,痛风,痛风 睾丸扭转 附睾炎 输尿管结石 血管炎 肾结石 多发性骨髓瘤 急性腹膜炎 胆囊息肉 液气胸
148,肺炎,肺炎 支气管炎 病毒性肺炎 肺结核 肺脓肿 病毒性脑膜炎 心内膜炎 细支气管炎 血小板减少 肺间质纤维化
120,糖尿病,糖尿病 颈动脉硬化 糖耐量异常 烟雾病 肾动脉狭窄 支气管扩张症 脑动脉炎 紧张型头痛 冠状动脉粥样硬化性心脏病 冠状动脉瘘
148,肺炎,肺炎 肺间质纤维化 慢性阻塞性肺疾病 肺结核 支气管炎 胸腔积液 特发性间质性肺炎 支气管哮喘 病毒性肺炎 非霍奇金淋巴瘤
59,心律失常,心律失常 高脂血症 颈动脉硬化 肥厚性心肌病 低钾血症 甲状腺功能亢进症 心力衰竭 扩张型心肌病 高血压 房间隔缺损
166,肾结石,肾结石 输尿管结石 肾积水 IgA肾病 小脑扁桃体下疝畸形 精索静脉曲张 颈动脉狭窄 输尿管狭窄 肝恶性肿瘤 前列腺恶性肿瘤
82,支气管扩张症,支气管炎 支气管扩张症 慢性阻塞性肺疾病 支气管哮喘 肺恶性肿瘤 胸腔积液 细支气管炎 肺良性肿瘤 肺炎 肺结核
188,脑卒中,脑卒中 短暂性脑缺血发作 颈动脉狭窄 支气管炎 冠状动脉粥样硬化性心脏病 皮层下动脉硬化性脑病 高血压 原发性醛固酮增多症 消化性溃疡 肥厚性心肌病
142,肺恶性肿瘤,肺恶性肿瘤 慢性阻塞性肺疾病 肺炎 肺结核 支气管炎 胸腔积液 支气管扩张症 肺脓肿 多发性骨髓瘤 肺栓塞
148,肺炎,胸腔积液 肺炎 肺脓肿 支气管炎 肺结核 肺恶性肿瘤 胆道感染 心包积液 血管炎 慢性阻塞性肺疾病
7,主动脉瓣狭窄伴关闭不全,主动脉瓣狭窄 主动脉瓣关闭不全 二尖瓣关闭不全 二尖瓣脱垂 心力衰竭 心内膜炎 风湿性二尖瓣狭窄伴关闭不全 扩张型心肌病 心包炎 房间隔缺损
114,睡眠呼吸暂停低通气综合征,颈动脉狭窄 肝恶性肿瘤 腹部恶性肿瘤 肾动脉狭窄 颈动脉硬化 胃恶性肿瘤 前列腺恶性肿瘤 胰腺恶性肿瘤 前列腺增生 小脑扁桃体下疝畸形
148,肺炎,肺炎 支气管炎 细支气管炎 结节病 病毒性肺炎 液气胸 支气管哮喘 肺恶性肿瘤 气胸 慢性阻塞性肺疾病
176,胆石症,胆石症 胆道感染 急性胰腺炎 胰腺恶性肿瘤 阑尾炎 胃恶性肿瘤 输尿管结石 急性腹膜炎 非霍奇金淋巴瘤 胆囊息肉
22,冠状动脉粥样硬化性心脏病,冠状动脉狭窄 肥厚性心肌病 冠状动脉粥样硬化性心脏病 颈动脉硬化 高血压 胃炎 主动脉瓣狭窄 二尖瓣狭窄 心脏神经症 高脂血症
213,输尿管结石,主动脉夹层 输尿管结石 原发性醛固酮增多症 食管良性肿瘤 慢性肾功能不全 多发性骨髓瘤 胆石症 输尿管狭窄 前列腺恶性肿瘤 腹内疝
188,脑卒中,颈动脉狭窄 颈动脉硬化 颅内动脉瘤 胃恶性肿瘤 小脑扁桃体下疝畸形 肺良性肿瘤 短暂性脑缺血发作 腹部恶性肿瘤 巨球蛋白血症 二尖瓣关闭不全
162,肾病综合征,肾病综合征 肾小球肾炎 进行性系统性硬化症 慢性肾功能不全 肺结核 急性肾衰竭 支气管炎 多发性骨髓瘤 IgA肾病 胸腔积液
56,心力衰竭,心力衰竭 肺栓塞 脑卒中 心包炎 心律失常 病毒性肺炎 静脉血栓症 急性腹膜炎 上消化道出血 主动脉夹层
